acquisitions/acqui1/im_100.png,7,14,12,25,1
acquisitions/acqui1/im_100.png,10,48,14,30,1
acquisitions/acqui1/im_100.png,31,18,33,23,1
acquisitions/acqui1/im_100.png,56,2,19,16,1
acquisitions/acqui1/im_101.png,2,10,17,18,1
acquisitions/acqui1/im_101.png,13,59,20,20,1
acquisitions/acqui1/im_101.png,55,24,21,28,1
acquisitions/acqui1/im_101.png,55,1,25,18,1
acquisitions/acqui1/im_102.png,56,48,22,27,1
acquisitions/acqui1/im_102.png,2,15,17,22,1
acquisitions/acqui1/im_102.png,8,61,17,19,1
acquisitions/acqui1/im_103.png,4,50,23,27,1
acquisitions/acqui1/im_103.png,26,68,16,12,1
acquisitions/acqui1/im_104.png,52,46,22,18,1
acquisitions/acqui1/im_104.png,2,38,23,19,1
acquisitions/acqui1/im_104.png,1,1,15,18,1
acquisitions/acqui1/im_104.png,6,19,15,21,1
acquisitions/acqui1/im_105.png,46,28,21,23,1
acquisitions/acqui1/im_105.png,1,6,19,16,1
acquisitions/acqui1/im_105.png,1,25,21,25,1
acquisitions/acqui1/im_106.png,39,28,31,21,1
acquisitions/acqui1/im_106.png,2,22,33,24,1
acquisitions/acqui1/im_106.png,2,4,19,17,1
acquisitions/acqui1/im_107.png,2,22,21,25,1
acquisitions/acqui1/im_107.png,2,6,16,17,1
acquisitions/acqui1/im_107.png,46,28,23,23,1
acquisitions/acqui1/im_108.png,34,25,40,25,1
acquisitions/acqui1/im_108.png,2,18,38,30,1
acquisitions/acqui1/im_108.png,2,0,18,20,1
acquisitions/acqui1/im_109.png,41,30,29,22,1
acquisitions/acqui1/im_109.png,2,2,19,16,1
acquisitions/acqui1/im_109.png,2,22,26,28,1
acquisitions/acqui1/im_110.png,59,18,19,25,1
acquisitions/acqui1/im_110.png,2,26,19,20,1
acquisitions/acqui1/im_110.png,1,1,19,16,1
acquisitions/acqui1/im_111.png,59,9,19,25,1
acquisitions/acqui1/im_111.png,2,2,19,16,1
acquisitions/acqui1/im_111.png,2,19,20,29,1
acquisitions/acqui1/im_112.png,58,24,22,25,1
acquisitions/acqui1/im_112.png,2,1,16,17,1
acquisitions/acqui1/im_112.png,2,19,21,30,1
acquisitions/acqui1/im_113.png,60,16,18,27,1
acquisitions/acqui1/im_113.png,2,20,23,27,1
acquisitions/acqui1/im_114.png,36,9,28,23,1
acquisitions/acqui1/im_114.png,2,20,23,30,1
acquisitions/acqui1/im_114.png,2,2,9,16,1
acquisitions/acqui1/im_115.png,1,1,11,17,1
acquisitions/acqui1/im_115.png,2,30,22,21,1
acquisitions/acqui1/im_115.png,58,18,22,26,1
acquisitions/acqui1/im_116.png,60,15,19,18,1
acquisitions/acqui1/im_116.png,2,32,16,18,1
acquisitions/acqui1/im_116.png,1,3,11,17,1
acquisitions/acqui1/im_117.png,52,1,24,23,1
acquisitions/acqui1/im_117.png,2,34,17,20,1
acquisitions/acqui1/im_117.png,1,4,15,16,1
acquisitions/acqui1/im_118.png,57,0,18,22,1
acquisitions/acqui1/im_118.png,3,38,26,22,1
acquisitions/acqui1/im_118.png,2,12,17,20,1
acquisitions/acqui1/im_119.png,58,20,19,23,1
acquisitions/acqui1/im_119.png,2,46,27,29,1
acquisitions/acqui1/im_119.png,2,1,12,11,1
acquisitions/acqui1/im_120.png,58,26,19,24,1
acquisitions/acqui1/im_120.png,6,54,23,24,1
acquisitions/acqui1/im_121.png,50,56,21,23,1
acquisitions/acqui1/im_121.png,1,26,11,17,1
acquisitions/acqui1/im_122.png,21,61,15,19,1
acquisitions/acqui1/im_122.png,56,2,20,16,1
acquisitions/acqui1/im_122.png,2,2,10,10,1
acquisitions/acqui1/im_123.png,3,58,24,19,1
acquisitions/acqui1/im_123.png,50,2,23,19,1
acquisitions/acqui1/im_124.png,18,60,22,20,1
acquisitions/acqui1/im_124.png,56,1,19,18,1
acquisitions/acqui1/im_124.png,2,6,15,17,1
acquisitions/acqui1/im_125.png,2,49,20,17,1
acquisitions/acqui1/im_125.png,2,13,18,22,1
acquisitions/acqui1/im_126.png,2,44,11,15,1
acquisitions/acqui1/im_126.png,7,12,15,25,1
acquisitions/acqui1/im_127.png,2,42,14,19,1
acquisitions/acqui1/im_127.png,8,18,14,19,1
acquisitions/acqui1/im_128.png,1,40,11,20,1
acquisitions/acqui1/im_129.png,2,40,11,18,1
acquisitions/acqui1/im_129.png,10,19,12,16,1
acquisitions/acqui1/im_130.png,8,18,13,15,1
acquisitions/acqui1/im_130.png,1,35,9,18,1
acquisitions/acqui1/im_131.png,2,42,16,26,1
acquisitions/acqui1/im_131.png,6,19,15,17,1
acquisitions/acqui1/im_132.png,1,50,23,30,1
acquisitions/acqui1/im_132.png,8,18,13,19,1
acquisitions/acqui1/im_133.png,3,54,19,20,1
acquisitions/acqui1/im_133.png,8,19,12,15,1
acquisitions/acqui1/im_134.png,6,18,20,16,1
acquisitions/acqui1/im_134.png,2,47,18,23,1
acquisitions/acqui1/im_135.png,6,18,20,19,1
acquisitions/acqui1/im_135.png,1,42,11,23,1
acquisitions/acqui1/im_136.png,7,18,17,18,1
acquisitions/acqui1/im_136.png,2,38,14,22,1
acquisitions/acqui1/im_137.png,2,43,15,22,1
acquisitions/acqui1/im_137.png,10,18,14,17,1
acquisitions/acqui1/im_138.png,6,18,22,16,1
acquisitions/acqui1/im_138.png,2,43,15,21,1
acquisitions/acqui1/im_139.png,11,18,11,16,1
acquisitions/acqui1/im_139.png,2,36,14,18,1
acquisitions/acqui1/im_140.png,2,42,13,18,1
acquisitions/acqui1/im_140.png,9,19,17,15,1
acquisitions/acqui1/im_141.png,2,42,12,20,1
acquisitions/acqui1/im_141.png,10,18,15,15,1
acquisitions/acqui1/im_142.png,10,18,14,19,1
acquisitions/acqui1/im_143.png,2,36,18,17,1
acquisitions/acqui1/im_143.png,7,18,18,16,1
acquisitions/acqui1/im_144.png,2,38,13,24,1
acquisitions/acqui1/im_144.png,6,18,22,21,1
acquisitions/acqui1/im_145.png,2,38,12,20,1
acquisitions/acqui1/im_145.png,9,19,15,17,1
acquisitions/acqui1/im_146.png,6,18,20,17,1
acquisitions/acqui1/im_146.png,2,36,13,23,1
acquisitions/acqui1/im_147.png,2,34,13,22,1
acquisitions/acqui1/im_147.png,6,19,20,16,1
acquisitions/acqui1/im_148.png,2,36,14,22,1
acquisitions/acqui1/im_148.png,9,17,16,19,1
acquisitions/acqui1/im_149.png,5,18,20,17,1
acquisitions/acqui1/im_149.png,1,36,14,22,1
acquisitions/acqui1/im_15.png,59,3,22,16,1
acquisitions/acqui1/im_15.png,59,34,8,10,1
acquisitions/acqui1/im_150.png,2,40,12,20,1
acquisitions/acqui1/im_150.png,10,18,14,18,1
acquisitions/acqui1/im_151.png,8,18,17,18,1
acquisitions/acqui1/im_151.png,2,37,13,18,1
acquisitions/acqui1/im_152.png,1,36,13,20,1
acquisitions/acqui1/im_152.png,6,18,19,18,1
acquisitions/acqui1/im_153.png,2,35,15,23,1
acquisitions/acqui1/im_153.png,7,17,19,18,1
acquisitions/acqui1/im_16.png,67,6,13,21,1
acquisitions/acqui1/im_16.png,60,34,7,11,1
acquisitions/acqui1/im_17.png,2,24,13,15,1
acquisitions/acqui1/im_17.png,68,20,12,15,1
acquisitions/acqui1/im_18.png,10,22,11,16,1
acquisitions/acqui1/im_18.png,60,19,15,24,1
acquisitions/acqui1/im_19.png,56,28,21,23,1
acquisitions/acqui1/im_19.png,7,21,18,17,1
acquisitions/acqui1/im_20.png,58,48,14,29,1
acquisitions/acqui1/im_20.png,6,23,21,17,1
acquisitions/acqui1/im_21.png,42,66,20,13,1
acquisitions/acqui1/im_21.png,8,24,19,15,1
acquisitions/acqui1/im_22.png,62,50,18,18,1
acquisitions/acqui1/im_22.png,8,22,18,18,1
acquisitions/acqui1/im_23.png,45,60,14,19,1
acquisitions/acqui1/im_23.png,10,19,19,20,1
acquisitions/acqui1/im_24.png,11,18,21,22,1
acquisitions/acqui1/im_24.png,39,64,19,16,1
acquisitions/acqui1/im_25.png,65,52,15,20,1
acquisitions/acqui1/im_25.png,14,20,20,15,1
acquisitions/acqui1/im_26.png,12,18,22,18,1
acquisitions/acqui1/im_26.png,71,22,9,20,1
acquisitions/acqui1/im_27.png,14,16,18,19,1
acquisitions/acqui1/im_27.png,66,10,14,16,1
acquisitions/acqui1/im_28.png,13,17,22,21,1
acquisitions/acqui1/im_28.png,66,1,14,15,1
acquisitions/acqui1/im_29.png,11,15,17,22,1
acquisitions/acqui1/im_30.png,8,20,17,16,1
acquisitions/acqui1/im_31.png,63,5,17,23,1
acquisitions/acqui1/im_31.png,6,19,20,18,1
acquisitions/acqui1/im_32.png,7,18,17,17,1
acquisitions/acqui1/im_32.png,56,22,20,21,1
acquisitions/acqui1/im_33.png,8,18,16,20,1
acquisitions/acqui1/im_33.png,52,54,16,26,1
acquisitions/acqui1/im_34.png,18,60,19,19,1
acquisitions/acqui1/im_34.png,8,19,16,17,1
acquisitions/acqui1/im_35.png,8,17,14,15,1
acquisitions/acqui1/im_35.png,2,56,13,13,1
acquisitions/acqui1/im_36.png,2,35,8,16,1
acquisitions/acqui1/im_36.png,8,15,15,15,1
acquisitions/acqui1/im_37.png,8,16,14,14,1
acquisitions/acqui1/im_37.png,1,30,10,18,1
acquisitions/acqui1/im_38.png,7,16,15,16,1
acquisitions/acqui1/im_39.png,6,16,16,13,1
acquisitions/acqui1/im_40.png,1,0,11,9,1
acquisitions/acqui1/im_40.png,9,16,13,13,1
acquisitions/acqui1/im_41.png,1,1,5,13,1
